X,Y,Z
30,39,19
30,39,20
30,39,21
30,39,22
30,39,23
30,39,24
30,39,25
30,39,34
30,39,35
30,39,36
30,39,37
30,39,38
30,39,40
30,39,41
30,39,42
30,39,43
30,39,44
30,40,21
30,40,22
30,40,23
30,40,24
30,40,25
30,40,34
30,40,35
30,40,36
30,40,37
30,40,38
30,40,39
30,40,40
30,40,41
30,40,42
30,40,43
30,40,44
30,40,45
30,41,34
30,41,35
30,41,36
30,41,37
30,41,38
30,41,39
30,41,40
30,41,41
30,41,42
30,41,43
30,41,44
30,41,45
30,41,46
30,42,34
30,42,35
30,42,36
30,42,37
30,42,38
30,42,39
30,42,40
30,42,41
30,42,42
30,42,43
30,42,44
30,42,45
30,42,46
30,42,47
30,43,33
30,43,34
30,43,35
30,43,36
30,43,37
30,43,38
30,43,39
30,43,40
30,43,41
30,43,42
30,43,43
30,43,44
30,43,45
30,43,46
30,43,47
30,44,32
30,44,33
30,44,36
30,44,37
30,44,38
30,44,39
30,44,42
30,44,43
30,44,44
30,44,45
30,44,46
30,44,47
30,45,37
30,45,38
30,45,39
30,45,43
30,45,44
30,45,45
30,45,46
30,45,47
30,45,48
30,46,43
30,46,44
30,46,45
30,46,46
30,46,47
30,46,48
30,47,44
30,47,45
30,47,46
30,47,47
30,47,48
30,48,45
30,48,46
30,48,47
30,48,48
30,49,39
30,49,46
30,49,47
30,50,38
30,50,39
30,50,40
30,50,46
30,50,47
30,51,35
30,51,36
30,51,37
30,51,38
30,51,39
30,51,40
30,51,46
30,51,47
30,52,35
30,52,36
30,52,37
30,52,38
30,52,39
30,52,40
30,52,45
30,52,46
30,52,47
30,52,48
30,53,37
30,53,38
30,53,39
30,53,40
30,53,43
30,53,44
30,53,45
30,53,46
30,53,47
30,53,48
30,53,49
30,54,38
30,54,39
30,54,40
30,54,41
30,54,42
30,54,43
30,54,44
30,54,45
30,54,46
30,54,47
30,54,48
30,54,49
30,55,39
30,55,40
30,55,41
30,55,42
30,55,43
30,55,44
30,55,45
30,55,46
30,55,47
30,55,48
30,55,49
30,56,39
30,56,40
30,56,41
30,56,42
30,56,43
30,56,44
30,56,45
30,56,46
30,56,47
30,56,48
30,57,39
30,57,40
30,57,41
30,57,42
30,57,43
30,57,44
30,57,45
30,57,46
30,57,47
30,58,38
30,58,39
30,58,40
30,58,41
30,58,42
30,58,43
30,58,44
30,58,45
30,58,46
30,58,47
30,59,36
30,59,37
30,59,38
30,59,39
30,59,40
30,59,41
30,59,42
30,59,43
30,59,44
30,59,45
30,59,46
30,59,47
30,60,35
30,60,36
30,60,37
30,60,38
30,60,39
30,60,40
30,60,41
30,60,42
30,60,43
30,60,44
30,60,45
30,60,46
30,60,47
30,61,33
30,61,34
30,61,35
30,61,36
30,61,37
30,61,38
30,61,39
30,61,40
30,61,41
30,61,42
30,61,43
30,61,44
30,61,45
30,61,46
30,62,32
30,62,33
30,62,34
30,62,35
30,62,36
30,62,37
30,62,38
30,62,39
30,62,40
30,62,41
30,62,42
30,62,43
30,62,44
30,62,45
30,62,46
30,63,32
30,63,33
30,63,34
30,63,35
30,63,36
30,63,37
30,63,38
30,63,39
30,63,40
30,63,41
30,63,42
30,63,43
30,63,44
30,63,45
30,64,32
30,64,33
30,64,34
30,64,35
30,64,36
30,64,37
30,64,38
30,64,39
30,64,40
30,64,41
30,64,42
30,64,43
30,64,44
30,64,45
30,64,48
30,64,49
30,65,32
30,65,33
30,65,34
30,65,35
30,65,36
30,65,37
30,65,38
30,65,39
30,65,40
30,65,41
30,65,42
30,65,43
30,65,47
30,65,48
30,65,49
30,66,33
30,66,34
30,66,35
30,66,36
30,66,37
30,66,38
30,66,39
30,66,40
30,66,41
30,66,46
30,66,47
30,66,48
30,66,49
30,67,43
30,67,44
30,67,45
30,67,46
30,67,47
30,67,48
30,67,49
30,68,42
30,68,43
30,68,44
30,68,45
30,68,46
30,68,47
30,68,48
30,68,49
30,69,40
30,69,41
30,69,42
30,69,43
30,69,44
30,69,45
30,69,46
30,69,47
30,69,48
30,70,35
30,70,36
30,70,37
30,70,38
30,70,39
30,70,40
30,70,41
30,70,42
30,70,43
30,70,44
30,70,45
30,70,46
30,70,47
30,71,32
30,71,33
30,71,34
30,71,35
30,71,36
30,71,37
30,71,38
30,71,39
30,71,40
30,71,41
30,71,42
30,71,43
30,71,44
30,71,45
30,71,46
30,71,47
30,72,32
30,72,33
30,72,34
30,72,35
30,72,36
30,72,37
30,72,38
30,72,39
30,72,40
30,72,41
30,72,42
30,72,43
30,72,44
30,72,45
30,72,46
30,73,32
30,73,33
30,73,34
30,73,35
30,73,36
30,73,37
30,73,38
30,73,39
30,73,40
30,73,41
30,73,42
30,73,43
30,73,44
30,73,45
30,73,46
30,74,31
30,74,32
30,74,33
30,74,34
30,74,35
30,74,36
30,74,37
30,74,38
30,74,39
30,74,40
30,74,41
30,74,42
30,74,43
30,74,44
30,74,45
30,75,32
30,75,33
30,75,34
30,75,35
30,75,36
30,75,37
30,75,38
30,75,39
30,75,40
30,75,41
30,75,42
30,75,43
30,75,44
30,76,32
30,76,33
30,76,34
30,76,35
30,76,36
30,76,37
30,76,38
30,76,39
30,76,40
30,76,41
30,76,42
30,76,43
30,76,44
30,76,54
30,76,55
30,77,32
30,77,33
30,77,34
30,77,35
30,77,36
30,77,37
30,77,38
30,77,39
30,77,40
30,77,41
30,77,42
30,77,43
30,77,52
30,77,53
30,77,54
30,77,55
30,78,33
30,78,34
30,78,35
30,78,36
30,78,37
30,78,38
30,78,39
30,78,40
30,78,41
30,78,42
30,78,49
30,78,50
30,78,51
30,78,52
30,78,53
30,78,54
30,79,34
30,79,35
30,79,36
30,79,37
30,79,38
30,79,39
30,79,40
30,79,41
30,79,42
30,79,43
30,79,46
30,79,47
30,79,48
30,79,49
30,79,50
30,79,51
30,79,52
30,79,53
30,80,34
30,80,35
30,80,36
30,80,37
30,80,38
30,80,39
30,80,40
30,80,41
30,80,42
30,80,43
30,80,44
30,80,45
30,80,46
30,80,47
30,80,48
30,80,49
30,80,50
30,80,51
30,80,52
30,81,37
30,81,38
30,81,39
30,81,40
30,81,41
30,81,42
30,81,43
30,81,44
30,81,45
30,81,46
30,81,47
30,81,48
30,81,49
30,81,50
30,82,40
30,82,41
30,82,42
30,82,43
30,82,44
30,82,45
30,82,46
30,82,47
30,82,48
30,82,49
30,82,50
30,83,41
30,83,42
30,83,43
30,83,44
30,83,45
30,83,46
30,83,47
30,84,42
30,84,43
30,84,44
30,84,45
31,8,40
31,14,50
31,14,51
31,14,52
31,15,20
31,15,47
31,15,48
31,15,49
31,15,50
31,15,51
31,15,52
31,15,53
31,16,41
31,16,47
31,16,48
31,16,49
31,16,50
31,16,51
31,16,52
31,16,53
31,16,54
31,17,40
31,17,41
31,17,42
31,17,47
31,17,48
31,17,49
31,17,50
31,17,51
31,17,52
31,17,53
31,17,54
31,17,55
31,17,56
31,17,57
31,18,11
31,18,18
31,18,19
31,18,20
31,18,21
31,18,22
31,18,23
31,18,39
31,18,40
31,18,41
31,18,42
31,18,43
31,18,46
31,18,47
31,18,48
31,18,49
31,18,50
31,18,51
31,18,52
31,18,53
31,18,54
31,18,55
31,18,56
31,18,57
31,18,58
31,19,10
31,19,11
31,19,12
31,19,18
31,19,19
31,19,20
31,19,21
31,19,22
31,19,23
31,19,38
31,19,39
31,19,40
31,19,41
31,19,42
31,19,43
31,19,44
31,19,45
31,19,46
31,19,47
31,19,48
31,19,49
31,19,50
31,19,51
31,19,52
31,19,53
31,19,54
31,19,55
31,19,56
31,19,57
31,19,58
31,19,59
31,19,60
31,20,9
31,20,10
31,20,11
31,20,12
31,20,13
31,20,14
31,20,18
31,20,19
31,20,20
31,20,21
31,20,22
31,20,23
31,20,24
31,20,37
31,20,38
31,20,39
31,20,42
31,20,43
31,20,44
31,20,45
31,20,46
31,20,47
31,20,48
31,20,49
31,20,50
31,20,51
31,20,52
31,20,53
31,20,54
31,20,55
31,20,56
31,20,57
31,20,58
31,20,59
31,20,60
31,20,61
31,21,9
31,21,10
31,21,11
31,21,12
31,21,13
31,21,14
31,21,19
31,21,20
31,21,21
31,21,22
31,21,23
31,21,24
31,21,25
31,21,36
31,21,37
31,21,38
31,21,39
31,21,44
31,21,45
31,21,46
31,21,47
31,21,48
31,21,49
31,21,50
31,21,51
31,21,52
31,21,53
31,21,54
31,21,55
31,21,57
31,21,58
31,21,59
31,21,60
31,21,61
31,21,62
31,22,9
31,22,10
31,22,11
31,22,12
31,22,13
31,22,14
31,22,15
31,22,19
31,22,20
31,22,21
31,22,22
31,22,23
31,22,24
31,22,25
31,22,26
31,22,34
31,22,35
31,22,36
31,22,37
31,22,38
31,22,39
31,22,44
31,22,45
31,22,46
31,22,47
31,22,48
31,22,49
31,22,50
31,22,51
31,22,52
31,22,53
31,22,54
31,22,58
31,22,59
31,22,60
31,22,61
31,22,62
31,22,63
31,23,8
31,23,9
31,23,10
31,23,11
31,23,12
31,23,13
31,23,14
31,23,15
31,23,19
31,23,20
31,23,21
31,23,22
31,23,23
31,23,24
31,23,25
31,23,26
31,23,32
31,23,33
31,23,34
31,23,35
31,23,36
31,23,37
31,23,38
31,23,39
31,23,40
31,23,41
31,23,44
31,23,45
31,23,46
31,23,47
31,23,48
31,23,49
31,23,50
31,23,51
31,23,52
31,23,53
31,23,58
31,23,59
31,23,60
31,23,61
31,23,62
31,23,63
31,23,64
31,24,8
31,24,9
31,24,10
31,24,11
31,24,12
31,24,13
31,24,14
31,24,19
31,24,20
31,24,21
31,24,22
31,24,23
31,24,24
31,24,25
31,24,26
31,24,27
31,24,31
31,24,32
31,24,33
31,24,34
31,24,35
31,24,36
31,24,37
31,24,38
31,24,39
31,24,40
31,24,41
31,24,42
31,24,43
31,24,44
31,24,45
31,24,46
31,24,47
31,24,48
31,24,49
31,24,50
31,24,51
31,24,52
31,24,58
31,24,59
31,24,60
31,24,61
31,24,62
31,24,63
31,24,64
31,24,65
31,25,8
31,25,9
31,25,10
31,25,11
31,25,12
31,25,13
31,25,14
31,25,19
31,25,20
31,25,21
31,25,22
31,25,23
31,25,24
31,25,25
31,25,26
31,25,27
31,25,32
31,25,33
31,25,34
31,25,35
31,25,36
31,25,37
31,25,38
31,25,39
31,25,40
31,25,41
31,25,42
31,25,43
31,25,44
31,25,45
31,25,46
31,25,47
31,25,48
31,25,49
31,25,50
31,25,60
31,25,61
31,25,62
31,25,63
31,25,64
31,25,65
31,25,66
31,26,8
31,26,9
31,26,10
31,26,11
31,26,12
31,26,13
31,26,14
31,26,19
31,26,20
31,26,21
31,26,22
31,26,23
31,26,24
31,26,25
31,26,26
31,26,27
31,26,33
31,26,35
31,26,36
31,26,37
31,26,38
31,26,39
31,26,40
31,26,41
31,26,42
31,26,43
31,26,44
31,26,45
31,26,46
31,26,61
31,26,62
31,26,63
31,26,64
31,26,65
31,26,66
31,27,7
31,27,8
31,27,9
31,27,10
31,27,11
31,27,12
31,27,13
31,27,19
31,27,20
31,27,21
31,27,22
31,27,23
31,27,24
31,27,25
31,27,26
31,27,27
31,27,36
31,27,37
31,27,38
31,27,39
31,27,40
31,27,41
31,27,42
31,27,43
31,27,44
31,27,45
31,27,46
31,27,61
31,27,62
31,27,63
31,27,64
31,27,65
31,27,66
31,27,67
31,28,7
31,28,8
31,28,9
31,28,10
31,28,11
31,28,12
31,28,13
31,28,20
31,28,21
31,28,22
31,28,23
31,28,24
31,28,25
31,28,26
31,28,27
31,28,28
31,28,33
31,28,34
31,28,37
31,28,38
31,28,39
31,28,40
31,28,41
31,28,42
31,28,43
31,28,44
31,28,45
31,28,46
31,28,51
31,28,64
31,28,65
31,28,66
31,28,67
31,29,7
31,29,8
31,29,9
31,29,10
31,29,11
31,29,12
31,29,13
31,29,14
31,29,20
31,29,21
31,29,22
31,29,23
31,29,24
31,29,25
31,29,26
31,29,27
31,29,28
31,29,34
31,29,35
31,29,38
31,29,39
31,29,40
31,29,41
31,29,42
31,29,43
31,29,44
31,29,45
31,29,46
31,29,49
31,29,50
31,29,51
31,29,52
31,29,65
31,29,66
31,29,67
31,30,6
31,30,7
31,30,8
31,30,9
31,30,10
31,30,11
31,30,12
31,30,13
31,30,14
31,30,20
31,30,21
31,30,22
31,30,23
31,30,24
31,30,25
31,30,26
31,30,27
31,30,28
31,30,29
31,30,34
31,30,35
31,30,38
31,30,39
31,30,40
31,30,41
31,30,42
31,30,43
31,30,44
31,30,45
31,30,46
31,30,48
31,30,49
31,30,50
31,30,51
31,30,52
31,30,53
31,31,6
31,31,7
31,31,8
31,31,9
31,31,10
31,31,11
31,31,12
31,31,13
31,31,19
31,31,20
31,31,21
31,31,22
31,31,23
31,31,24
31,31,25
31,31,26
31,31,27
31,31,28
31,31,29
31,31,36
31,31,37
31,31,38
31,31,39
31,31,40
31,31,41
31,31,42
31,31,43
31,31,44
31,31,45
31,31,46
31,31,47
31,31,48
31,31,49
31,31,50
31,31,51
31,31,52
31,31,53
31,32,5
31,32,6
31,32,7
31,32,8
31,32,9
31,32,10
31,32,11
31,32,12
31,32,13
31,32,19
31,32,20
31,32,21
31,32,22
31,32,23
31,32,24
31,32,25
31,32,26
31,32,27
31,32,28
31,32,29
31,32,36
31,32,37
31,32,38
31,32,39
31,32,40
31,32,41
31,32,42
31,32,43
31,32,44
31,32,45
31,32,46
31,32,47
31,32,49
31,32,50
31,32,51
31,32,52
31,32,53
31,33,4
31,33,5
31,33,6
31,33,7
31,33,8
31,33,9
31,33,10
31,33,11
31,33,12
31,33,13
31,33,19
31,33,20
31,33,21
31,33,22
31,33,23
31,33,24
31,33,25
31,33,26
31,33,27
31,33,28
31,33,29
31,33,36
31,33,37
31,33,38
31,33,39
31,33,50
31,33,51
31,33,52
31,34,4
31,34,5
31,34,6
31,34,7
31,34,8
31,34,9
31,34,10
31,34,11
31,34,12
31,34,13
31,34,19
31,34,20
31,34,21
31,34,22
31,34,23
31,34,24
31,34,25
31,34,26
31,34,27
31,34,28
31,34,29
31,34,36
31,34,37
31,34,51
31,35,4
31,35,5
31,35,6
31,35,7
31,35,8
31,35,9
31,35,10
31,35,11
31,35,12
31,35,13
31,35,14
31,35,18
31,35,19
31,35,20
31,35,21
31,35,22
31,35,23
31,35,24
31,35,25
31,35,26
31,35,27
31,35,28
31,35,36
31,35,37
31,36,5
31,36,6
31,36,7
31,36,8
31,36,9
31,36,10
31,36,11
31,36,12
31,36,13
31,36,14
31,36,15
31,36,16
31,36,17
31,36,18
31,36,19
31,36,20
31,36,21
31,36,22
31,36,23
31,36,24
31,36,25
31,36,26
31,36,27
31,36,28
31,36,35
31,36,36
31,36,37
31,37,7
31,37,8
31,37,9
31,37,10
31,37,11
31,37,12
31,37,13
31,37,14
31,37,15
31,37,16
31,37,17
31,37,18
31,37,19
31,37,20
31,37,21
31,37,22
31,37,23
31,37,24
31,37,25
31,37,26
31,37,27
31,37,28
31,37,34
31,37,35
31,37,36
31,37,37
31,38,8
31,38,9
31,38,10
31,38,11
31,38,12
31,38,13
31,38,14
31,38,15
31,38,16
31,38,17
31,38,18
31,38,19
31,38,20
31,38,21
31,38,22
31,38,23
31,38,24
31,38,25
31,38,26
31,38,27
31,38,28
31,38,29
31,38,34
31,38,35
31,38,36
31,38,37
31,38,42
31,39,13
31,39,14
31,39,19
31,39,20
31,39,21
31,39,22
31,39,23
31,39,24
31,39,25
31,39,26
31,39,27
31,39,28
31,39,29
31,39,35
31,39,36
31,39,37
31,39,41
31,39,42
31,39,43
31,40,13
31,40,14
31,40,20
31,40,21
31,40,22
31,40,23
31,40,24
31,40,25
31,40,26
31,40,27
31,40,28
31,40,29
31,40,35
31,40,36
31,40,37
31,40,38
31,40,40
31,40,41
31,40,42
31,40,43
31,40,44
31,41,21
31,41,22
31,41,23
31,41,24
31,41,25
31,41,26
31,41,27
31,41,28
31,41,34
31,41,35
31,41,36
31,41,37
31,41,38
31,41,39
31,41,40
31,41,41
31,41,42
31,41,43
31,41,44
31,41,45
31,41,54
31,42,24
31,42,25
31,42,26
31,42,27
31,42,33
31,42,34
31,42,35
31,42,36
31,42,37
31,42,38
31,42,39
31,42,40
31,42,41
31,42,42
31,42,43
31,42,44
31,42,45
31,42,54
31,43,31
31,43,32
31,43,33
31,43,34
31,43,35
31,43,36
31,43,37
31,43,38
31,43,39
31,43,40
31,43,41
31,43,42
31,43,43
31,43,44
31,43,45
31,43,46
31,44,31
31,44,32
31,44,33
31,44,34
31,44,35
31,44,36
31,44,37
31,44,38
31,44,39
31,44,40
31,44,41
31,44,42
31,44,43
31,44,44
31,44,45
31,44,46
31,45,32
31,45,33
31,45,34
31,45,35
31,45,36
31,45,37
31,45,38
31,45,39
31,45,42
31,45,43
31,45,44
31,45,45
31,45,46
31,46,37
31,46,38
31,46,39
31,46,42
31,46,43
31,46,44
31,46,45
31,46,46
31,46,47
31,47,43
31,47,44
31,47,45
31,47,46
31,47,47
31,48,44
31,48,45
31,48,46
31,48,47
31,49,37
31,49,38
31,49,39
31,49,45
31,49,46
31,49,47
31,50,34
31,50,35
31,50,36
31,50,37
31,50,38
31,50,39
31,50,46
31,50,47
31,51,34
31,51,35
31,51,36
31,51,37
31,51,38
31,51,39
31,51,46
31,51,47
31,52,34
31,52,35
31,52,36
31,52,37
31,52,38
31,52,39
31,52,40
31,52,45
31,52,46
31,52,47
31,53,34
31,53,35
31,53,36
31,53,37
31,53,38
31,53,39
31,53,40
31,53,44
31,53,45
31,53,46
31,53,47
31,54,35
31,54,36
31,54,37
31,54,38
31,54,39
31,54,40
31,54,42
31,54,43
31,54,44
31,54,45
31,54,46
31,54,47
31,55,37
31,55,38
31,55,39
31,55,40
31,55,41
31,55,42
31,55,43
31,55,44
31,55,45
31,55,46
31,55,47
31,56,38
31,56,39
31,56,40
31,56,41
31,56,42
31,56,43
31,56,44
31,56,45
31,56,46
31,57,38
31,57,39
31,57,40
31,57,41
31,57,42
31,57,43
31,57,44
31,57,45
31,57,46
31,58,37
31,58,38
31,58,39
31,58,40
31,58,41
31,58,42
31,58,43
31,58,44
31,58,45
31,59,35
31,59,36
31,59,37
31,59,38
31,59,39
31,59,40
31,59,41
31,59,42
31,59,43
31,59,44
31,59,45
31,60,33
31,60,34
31,60,35
31,60,36
31,60,37
31,60,38
31,60,39
31,60,40
31,60,41
31,60,42
31,60,43
31,60,44
31,60,45
31,60,52
31,60,53
31,61,32
31,61,33
31,61,34
31,61,35
31,61,36
31,61,37
31,61,38
31,61,39
31,61,40
31,61,41
31,61,42
31,61,43
31,61,44
31,61,45
31,61,50
31,61,51
31,61,52
31,61,53
31,62,32
31,62,33
31,62,34
31,62,35
31,62,36
31,62,37
31,62,38
31,62,39
31,62,40
31,62,41
31,62,42
31,62,43
31,62,44
31,62,49
31,62,50
31,62,51
31,62,52
31,63,32
31,63,33
31,63,34
31,63,35
31,63,36
31,63,37
31,63,38
31,63,39
31,63,40
31,63,41
31,63,42
31,63,43
31,63,48
31,63,49
31,63,50
31,63,51
31,63,52
31,64,33
31,64,34
31,64,35
31,64,36
31,64,37
31,64,38
31,64,39
31,64,40
31,64,41
31,64,42
31,64,47
31,64,48
31,64,49
31,64,50
31,64,51
31,64,52
31,65,34
31,65,35
31,65,36
31,65,37
31,65,38
31,65,39
31,65,40
31,65,41
31,65,46
31,65,47
31,65,48
31,65,49
31,65,50
31,65,51
31,66,45
31,66,46
31,66,47
31,66,48
31,66,49
31,66,50
31,66,51
31,67,42
31,67,43
31,67,44
31,67,45
31,67,46
31,67,47
31,67,48
31,67,49
31,67,50
31,67,51
31,68,40
31,68,41
31,68,42
31,68,43
31,68,44
31,68,45
31,68,46
31,68,47
31,68,48
31,68,49
31,68,50
31,69,32
31,69,33
31,69,34
31,69,35
31,69,36
31,69,37
31,69,38
31,69,39
31,69,40
31,69,41
31,69,42
31,69,43
31,69,44
31,69,45
31,69,46
31,69,47
31,69,48
31,69,49
31,70,31
31,70,32
31,70,33
31,70,34
31,70,35
31,70,36
31,70,37
31,70,38
31,70,39
31,70,40
31,70,41
31,70,42
31,70,43
31,70,44
31,70,45
31,70,46
31,70,47
31,70,48
31,70,49
31,71,31
31,71,32
31,71,33
31,71,34
31,71,35
31,71,36
31,71,37
31,71,38
31,71,39
31,71,40
31,71,41
31,71,42
31,71,43
31,71,44
31,71,45
31,71,46
31,71,47
31,71,48
31,72,31
31,72,32
31,72,33
31,72,34
31,72,35
31,72,36
31,72,37
31,72,38
31,72,39
31,72,40
31,72,41
31,72,42
31,72,43
31,72,44
31,72,45
31,72,46
31,72,47
31,73,31
31,73,32
31,73,33
31,73,34
31,73,35
31,73,36
31,73,37
31,73,38
31,73,39
31,73,40
31,73,41
31,73,42
31,73,43
31,73,44
31,73,45
31,73,46
31,73,47
31,74,30
31,74,31
31,74,32
31,74,33
31,74,34
31,74,35
31,74,36
31,74,37
31,74,38
31,74,39
31,74,40
31,74,41
31,74,42
31,74,43
31,74,44
31,74,45
31,74,46
31,75,31
31,75,32
31,75,33
31,75,34
31,75,35
31,75,36
31,75,37
31,75,38
31,75,39
31,75,40
31,75,41
31,75,42
31,75,43
31,75,44
31,75,45
31,75,46
31,76,31
31,76,32
31,76,33
31,76,34
31,76,35
31,76,36
31,76,37
31,76,38
31,76,39
31,76,40
31,76,41
31,76,42
31,76,43
31,76,44
31,76,45
31,76,54
31,76,55
31,77,31
31,77,32
31,77,33
31,77,34
31,77,35
31,77,36
31,77,37
31,77,38
31,77,39
31,77,40
31,77,41
31,77,42
31,77,43
31,77,44
31,77,45
31,77,53
31,77,54
31,77,55
31,78,31
31,78,32
31,78,33
31,78,34
31,78,35
31,78,36
31,78,37
31,78,38
31,78,39
31,78,40
31,78,41
31,78,42
31,78,43
31,78,44
31,78,45
31,78,50
31,78,51
31,78,52
31,78,53
31,78,54
31,78,55
31,79,32
31,79,33
31,79,34
31,79,35
31,79,36
31,79,37
31,79,38
31,79,39
31,79,40
31,79,41
31,79,42
31,79,43
31,79,44
31,79,45
31,79,46
31,79,47
31,79,48
31,79,49
31,79,50
31,79,51
31,79,52
31,79,53
31,79,54
31,80,33
31,80,34
31,80,35
31,80,36
31,80,37
31,80,38
31,80,39
31,80,40
31,80,41
31,80,42
31,80,43
31,80,44
31,80,45
31,80,46
31,80,47
31,80,48
31,80,49
31,80,50
31,80,51
31,80,52
31,81,37
31,81,38
31,81,39
31,81,40
31,81,41
31,81,42
31,81,43
31,81,44
31,81,45
31,81,46
31,81,47
31,81,48
31,81,49
31,81,50
31,81,51
31,82,39
31,82,40
31,82,41
31,82,42
31,82,43
31,82,44
31,82,45
31,82,46
31,82,47
31,82,48
31,82,49
31,83,41
31,83,42
31,83,43
31,83,44
31,83,45
31,83,46
31,83,47
31,83,48
31,84,42
31,84,43
31,84,44
31,84,45
32,10,43
32,10,44
32,12,38
32,14,51
32,14,52
32,15,52
32,15,53
32,16,47
32,16,48
32,16,49
32,16,52
32,16,53
32,16,54
32,17,47
32,17,48
32,17,49
32,17,50
32,17,51
32,17,52
32,17,53
32,17,54
32,17,55
32,18,11
32,18,12
32,18,20
32,18,21
32,18,22
32,18,23
32,18,38
32,18,42
32,18,43
32,18,47
32,18,48
32,18,49
32,18,50
32,18,51
32,18,52
32,18,53
32,18,54
32,18,55
32,18,56
32,18,57
32,18,58
32,19,10
32,19,11
32,19,12
32,19,20
32,19,21
32,19,22
32,19,23
32,19,24
32,19,48
32,19,49
32,19,50
32,19,51
32,19,52
32,19,53
32,19,54
32,19,55
32,19,56
32,19,57
32,19,58
32,19,59
32,20,10
32,20,11
32,20,12
32,20,13
32,20,14
32,20,19
32,20,20
32,20,21
32,20,22
32,20,23
32,20,24
32,20,25
32,20,49
32,20,50
32,20,51
32,20,52
32,20,53
32,20,54
32,20,55
32,20,56
32,20,57
32,20,58
32,20,59
32,20,60
32,20,61
32,21,9
32,21,10
32,21,11
32,21,12
32,21,13
32,21,14
32,21,15
32,21,19
32,21,20
32,21,21
32,21,22
32,21,23
32,21,24
32,21,25
32,21,26
32,21,45
32,21,46
32,21,47
32,21,48
32,21,50
32,21,51
32,21,52
32,21,53
32,21,54
32,21,55
32,21,56
32,21,57
32,21,58
32,21,59
32,21,60
32,21,61
32,21,62
32,22,9
32,22,10
32,22,11
32,22,12
32,22,13
32,22,14
32,22,15
32,22,16
32,22,18
32,22,19
32,22,20
32,22,21
32,22,22
32,22,23
32,22,24
32,22,25
32,22,26
32,22,45
32,22,46
32,22,47
32,22,48
32,22,49
32,22,50
32,22,51
32,22,52
32,22,53
32,22,54
32,22,58
32,22,59
32,22,60
32,22,61
32,22,62
32,22,63
32,23,9
32,23,10
32,23,11
32,23,12
32,23,13
32,23,14
32,23,15
32,23,16
32,23,19
32,23,20
32,23,21
32,23,22
32,23,23
32,23,24
32,23,25
32,23,26
32,23,27
32,23,44
32,23,45
32,23,46
32,23,47
32,23,48
32,23,49
32,23,50
32,23,51
32,23,52
32,23,53
32,23,57
32,23,58
32,23,59
32,23,60
32,23,61
32,23,62
32,23,63
32,23,64
32,24,8
32,24,9
32,24,10
32,24,11
32,24,12
32,24,13
32,24,14
32,24,15
32,24,16
32,24,19
32,24,20
32,24,21
32,24,22
32,24,23
32,24,24
32,24,25
32,24,26
32,24,27
32,24,40
32,24,41
32,24,44
32,24,45
32,24,46
32,24,47
32,24,48
32,24,49
32,24,50
32,24,51
32,24,57
32,24,58
32,24,60
32,24,61
32,24,62
32,24,63
32,24,64
32,24,65
32,25,8
32,25,9
32,25,10
32,25,11
32,25,12
32,25,13
32,25,14
32,25,15
32,25,19
32,25,20
32,25,21
32,25,22
32,25,23
32,25,24
32,25,25
32,25,26
32,25,27
32,25,28
32,25,40
32,25,41
32,25,42
32,25,43
32,25,44
32,25,45
32,25,46
32,25,61
32,25,62
32,25,63
32,25,64
32,25,65
32,25,66
32,26,8
32,26,9
32,26,10
32,26,11
32,26,12
32,26,13
32,26,14
32,26,15
32,26,19
32,26,20
32,26,21
32,26,22
32,26,23
32,26,24
32,26,25
32,26,26
32,26,27
32,26,28
32,26,34
32,26,40
32,26,41
32,26,42
32,26,43
32,26,44
32,26,45
32,26,46
32,26,62
32,26,63
32,26,64
32,26,65
32,26,66
32,27,8
32,27,9
32,27,10
32,27,11
32,27,12
32,27,13
32,27,14
32,27,15
32,27,20
32,27,21
32,27,22
32,27,23
32,27,24
32,27,25
32,27,26
32,27,27
32,27,28
32,27,29
32,27,41
32,27,42
32,27,43
32,27,44
32,27,45
32,27,46
32,27,63
32,27,64
32,27,65
32,27,66
32,28,7
32,28,8
32,28,9
32,28,10
32,28,11
32,28,12
32,28,13
32,28,14
32,28,15
32,28,20
32,28,21
32,28,22
32,28,23
32,28,24
32,28,25
32,28,26
32,28,27
32,28,28
32,28,29
32,28,36
32,28,37
32,28,42
32,28,43
32,28,44
32,28,45
32,28,46
32,28,50
32,28,51
32,28,52
32,28,66
32,29,6
32,29,7
32,29,8
32,29,9
32,29,10
32,29,11
32,29,12
32,29,13
32,29,14
32,29,15
32,29,20
32,29,21
32,29,22
32,29,23
32,29,24
32,29,25
32,29,26
32,29,27
32,29,28
32,29,29
32,29,30
32,29,41
32,29,42
32,29,43
32,29,44
32,29,45
32,29,46
32,29,47
32,29,48
32,29,49
32,29,50
32,29,51
32,29,52
32,29,66
32,30,5
32,30,6
32,30,7
32,30,8
32,30,9
32,30,10
32,30,11
32,30,12
32,30,13
32,30,14
32,30,15
32,30,16
32,30,20
32,30,21
32,30,22
32,30,23
32,30,24
32,30,25
32,30,26
32,30,27
32,30,28
32,30,29
32,30,30
32,30,38
32,30,39
32,30,40
32,30,41
32,30,42
32,30,43
32,30,44
32,30,47
32,30,48
32,30,49
32,30,50
32,30,51
32,30,52
32,30,53
32,31,5
32,31,6
32,31,7
32,31,8
32,31,9
32,31,10
32,31,11
32,31,12
